
Curso;Unidade Curricular;Turno;Turma;Inscritos no turno;Dia da semana;Hora início da aula;Hora fim da aula;Data da aula;Sala atribuída à aula;Lotação da sala
CT;Tópicos de Matemática Elementar II;TMEIITP01;MP-M23-1;7;Seg;18:00:00;21:00:00;16/01/2023;1,00E+04;50
CT;Tópicos de Matemática Elementar II;TMEIITP01;MP-M23-1;7;Seg;18:00:00;21:00:00;09/01/2023;1,00E+04;50
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;14:30:00;16:00:00;13/10/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;14:30:00;16:00:00;06/10/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;14:30:00;16:00:00;29/09/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;14:30:00;16:00:00;22/09/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;13:00:00;14:30:00;13/10/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;13:00:00;14:30:00;06/10/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;13:00:00;14:30:00;29/09/2022;C3.02;38
METI, MEI;Segurança em Redes e Sistemas de Informação;00010T03;MEI-A1;39;Qui;13:00:00;14:30:00;22/09/2022;C3.02;38
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;09/12/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;02/12/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;25/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;18/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;11/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;04/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;28/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;21/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;14/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;07/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;30/09/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;23/09/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Sex;14:30:00;16:00:00;16/09/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;24/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;17/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;10/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;03/11/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;27/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;20/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;13/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;06/10/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;29/09/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;22/09/2022;2,00E+04;50
LFC, LG;Contabilidade de Gestão II;L0644TP10;GB5;30;Qui;13:00:00;14:30:00;15/09/2022;2,00E+04;50
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;28/11/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;21/11/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;14/11/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;07/11/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;31/10/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;24/10/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;17/10/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;10/10/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;03/10/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;26/09/2022;;
LMATD;Álgebra Linear e Aplicações;04089TP01;LMATD-A1;0;Seg;14:00:00;17:00:00;19/09/2022;;
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;06/12/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;29/11/2022;D1.12;27
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;22/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;15/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;08/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;25/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;18/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;11/10/2022;D1.12;27
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;04/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;27/09/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;20/09/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;13:00:00;14:30:00;13/09/2022;2,00E+10;50
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;06/12/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;29/11/2022;D1.12;27
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;22/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;15/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;08/11/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;25/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;18/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;11/10/2022;D1.12;27
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;04/10/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;27/09/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;20/09/2022;AA3.28;44
LS, LS-PL;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105TP02;SB2;34;Ter;14:30:00;16:00:00;13/09/2022;2,00E+10;50
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;05/12/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;28/11/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;21/11/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;14/11/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;07/11/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;24/10/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;17/10/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;10/10/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;03/10/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;26/09/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;19/09/2022;C6.10;80
LETI, LEI, LEI-PL, LIGE, LIGE-PL;Introdução à Programação;L0782T02;ET-A9, ET-A8, ET-A7, ET-A6, ET-A5, ET-A4, ET-A3, ET-A2, ET-A12, ET-A11, ET-A10, ET-A1;83;Seg;14:30:00;16:00:00;12/09/2022;;
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;14/12/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;07/12/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;30/11/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;23/11/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;16/11/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;09/11/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;02/11/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;26/10/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;19/10/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;12/10/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;28/09/2022;C4.08;58
LE, LFC, LG, LGM, LGIL;Introdução à Gestão;L0520PL22;GMKA2;28;Qua;16:00:00;17:30:00;21/09/2022;;
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;06/12/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;29/11/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;22/11/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;15/11/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;08/11/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;25/10/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;18/10/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;11/10/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;04/10/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;27/09/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;20/09/2022;Auditório B1.03;204
LFC, LG;Estatística I;L0119T02;GB3, GB2, GB1;129;Ter;08:00:00;09:30:00;13/09/2022;Auditório B1.03;204
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Ter;15:30:00;17:30:00;04/10/2022;2,00E+08;50
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Ter;13:30:00;15:30:00;04/10/2022;2,00E+08;50
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qui;15:30:00;17:30:00;22/09/2022;Auditório 0NE02-Caiano Pereira;89
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qui;13:30:00;15:30:00;22/09/2022;Auditório 0NE02-Caiano Pereira;89
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;15:30:00;17:30:00;19/10/2022;AA3.29;50
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;15:30:00;17:30:00;12/10/2022;Auditório Silva Leal;60
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;15:30:00;17:30:00;28/09/2022;AA3.29;50
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;13:30:00;15:30:00;19/10/2022;AA3.29;50
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;13:30:00;15:30:00;12/10/2022;Auditório Silva Leal;60
MPCPCJR;Programas de Intervenção Social;00629TP02;MPCPCJRA1;40;Qua;13:30:00;15:30:00;28/09/2022;AA3.29;50
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Ter;18:00:00;20:00:00;08/11/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;05/12/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;28/11/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;21/11/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;14/11/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;07/11/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;31/10/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;24/10/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;17/10/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;10/10/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;26/09/2022;C4.07;68
MEMF;Macroeconomia e Análise de Conjuntura;M8663TP01;MEMF-A1;49;Seg;18:00:00;20:00:00;19/09/2022;C4.07;68
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;02/12/2022;D1.07;27
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;25/11/2022;D1.07;27
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;18/11/2022;D1.07;27
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;11/11/2022;D1.07;27
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;04/11/2022;D1.07;27
CT, LCD, LCD-PL, LCP, LDSA, LMATD, LTDA, LTDE, LTDG, LTDIA, LTDSAU, LTDSEG;Escrita de Textos Técnicos e Científicos;00665TP01;CT-ESPP-02, CI-CT-01;26;Sex;16:00:00;18:00:00;28/10/2022;D1.07;27
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;15/12/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;24/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;17/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;10/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;03/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;27/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;20/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;13/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;06/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;29/09/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;22/09/2022;;
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;13:00:00;14:30:00;15/09/2022;;
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;15/12/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;24/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;17/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;10/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;03/11/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;27/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;20/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;13/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;06/10/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;29/09/2022;AA3.28;44
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;22/09/2022;;
LPES, LSS-PL, LS, LS-PL;Classes Sociais e Estratificação;L6102TP03;SB2;28;Qui;14:30:00;16:00:00;15/09/2022;;
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;09:30:00;11:00:00;03/10/2022;C6.08;56
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;09:30:00;11:00:00;26/09/2022;2,00E+08;50
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;09:30:00;11:00:00;19/09/2022;2,00E+08;50
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;09:30:00;11:00:00;12/09/2022;;
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;11:00:00;12:30:00;03/10/2022;C6.08;56
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;11:00:00;12:30:00;26/09/2022;2,00E+08;50
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;11:00:00;12:30:00;19/09/2022;2,00E+08;50
LHMC;Marginalidade e Controlo Social;L5195T01;HMCC1, HMCB1;50;Seg;11:00:00;12:30:00;12/09/2022;;
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;10/11/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;03/11/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;27/10/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;20/10/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;13/10/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;06/10/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;29/09/2022;;
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;09:30:00;11:00:00;22/09/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;11:00:00;12:30:00;10/11/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;11:00:00;12:30:00;03/11/2022;Auditório 2;122
LP;Métodos e Áreas de Aplicação da Psicologia;L5001TP02;PA4, PA2;66;Qui;11:00:00;12:30:00;27/10/2022;Auditório 2;122
